Mod:Item:MetaData, Localized Name
tfc:ore/thorianite/dolomite, Dolomite Thorianite
tfc:ore/thorianite/chert, Chert Thorianite
tfc:ore/thorianite/chalk, Chalk Thorianite
tfc:ore/thorianite/rhyolite, Rhyolite Thorianite
tfc:ore/thorianite/basalt, Basalt Thorianite
tfc:ore/thorianite/andesite, Andesite Thorianite
tfc:ore/thorianite/dacite, Dacite Thorianite
tfc:ore/thorianite/quartzite, Quartzite Thorianite
tfc:ore/thorianite/slate, Slate Thorianite
tfc:ore/thorianite/phyllite, Phyllite Thorianite
tfc:ore/thorianite/schist, Schist Thorianite
tfc:ore/thorianite/gneiss, Gneiss Thorianite
tfc:ore/thorianite/marble, Marble Thorianite
tfc:ore/chromite/granite, Granite Chromite
tfc:ore/chromite/diorite, Diorite Chromite
tfc:ore/chromite/gabbro, Gabbro Chromite
tfc:ore/chromite/shale, Shale Chromite
tfc:ore/chromite/claystone, Claystone Chromite
tfc:ore/chromite/rocksalt, Rocksalt Chromite
tfc:ore/chromite/limestone, Limestone Chromite
tfc:ore/chromite/conglomerate, Conglomerate Chromite
tfc:ore/chromite/dolomite, Dolomite Chromite
tfc:ore/chromite/chert, Chert Chromite
tfc:ore/chromite/chalk, Chalk Chromite
tfc:ore/chromite/rhyolite, Rhyolite Chromite
tfc:ore/chromite/basalt, Basalt Chromite
tfc:ore/chromite/andesite, Andesite Chromite
tfc:ore/chromite/dacite, Dacite Chromite
tfc:ore/chromite/quartzite, Quartzite Chromite
tfc:ore/chromite/slate, Slate Chromite
tfc:ore/chromite/phyllite, Phyllite Chromite
tfc:ore/chromite/schist, Schist Chromite
tfc:ore/chromite/gneiss, Gneiss Chromite
tfc:ore/chromite/marble, Marble Chromite
tfc:ore/pyrolusite/granite, Granite Pyrolusite
tfc:ore/pyrolusite/diorite, Diorite Pyrolusite
tfc:ore/pyrolusite/gabbro, Gabbro Pyrolusite
tfc:ore/pyrolusite/shale, Shale Pyrolusite
tfc:ore/pyrolusite/claystone, Claystone Pyrolusite
tfc:ore/pyrolusite/rocksalt, Rocksalt Pyrolusite
tfc:ore/pyrolusite/limestone, Limestone Pyrolusite
tfc:ore/pyrolusite/conglomerate, Conglomerate Pyrolusite
tfc:ore/pyrolusite/dolomite, Dolomite Pyrolusite
tfc:ore/pyrolusite/chert, Chert Pyrolusite
tfc:ore/pyrolusite/chalk, Chalk Pyrolusite
tfc:ore/pyrolusite/rhyolite, Rhyolite Pyrolusite
tfc:ore/pyrolusite/basalt, Basalt Pyrolusite
tfc:ore/pyrolusite/andesite, Andesite Pyrolusite
tfc:ore/pyrolusite/dacite, Dacite Pyrolusite
tfc:ore/pyrolusite/quartzite, Quartzite Pyrolusite
tfc:ore/pyrolusite/slate, Slate Pyrolusite
tfc:ore/pyrolusite/phyllite, Phyllite Pyrolusite
tfc:ore/pyrolusite/schist, Schist Pyrolusite
tfc:ore/pyrolusite/gneiss, Gneiss Pyrolusite
tfc:ore/pyrolusite/marble, Marble Pyrolusite
tfc:ore/magnesite/granite, Granite Magnesite
tfc:ore/magnesite/diorite, Diorite Magnesite
tfc:ore/magnesite/gabbro, Gabbro Magnesite
tfc:ore/magnesite/shale, Shale Magnesite
tfc:ore/magnesite/claystone, Claystone Magnesite
tfc:ore/magnesite/rocksalt, Rocksalt Magnesite
tfc:ore/magnesite/limestone, Limestone Magnesite
tfc:ore/magnesite/conglomerate, Conglomerate Magnesite
tfc:ore/magnesite/dolomite, Dolomite Magnesite
tfc:ore/magnesite/chert, Chert Magnesite
tfc:ore/magnesite/chalk, Chalk Magnesite
tfc:ore/magnesite/rhyolite, Rhyolite Magnesite
tfc:ore/magnesite/basalt, Basalt Magnesite
tfc:ore/magnesite/andesite, Andesite Magnesite
tfc:ore/magnesite/dacite, Dacite Magnesite
tfc:ore/magnesite/quartzite, Quartzite Magnesite
tfc:ore/magnesite/slate, Slate Magnesite
tfc:ore/magnesite/phyllite, Phyllite Magnesite
tfc:ore/magnesite/schist, Schist Magnesite
tfc:ore/magnesite/gneiss, Gneiss Magnesite
tfc:ore/magnesite/marble, Marble Magnesite
tfc:ore/boron/granite, Granite Boron
tfc:ore/boron/diorite, Diorite Boron
tfc:ore/boron/gabbro, Gabbro Boron
tfc:ore/boron/shale, Shale Boron
tfc:ore/boron/claystone, Claystone Boron
tfc:ore/boron/rocksalt, Rocksalt Boron
tfc:ore/boron/limestone, Limestone Boron
tfc:ore/boron/conglomerate, Conglomerate Boron
tfc:ore/boron/dolomite, Dolomite Boron
tfc:ore/boron/chert, Chert Boron
tfc:ore/boron/chalk, Chalk Boron
tfc:ore/boron/rhyolite, Rhyolite Boron
tfc:ore/boron/basalt, Basalt Boron
tfc:ore/boron/andesite, Andesite Boron
tfc:ore/boron/dacite, Dacite Boron
tfc:ore/boron/quartzite, Quartzite Boron
tfc:ore/boron/slate, Slate Boron
tfc:ore/boron/phyllite, Phyllite Boron
tfc:ore/boron/schist, Schist Boron
tfc:ore/boron/gneiss, Gneiss Boron
tfc:ore/boron/marble, Marble Boron
tfc:ore/spodumene/granite, Granite Spodumene
tfc:ore/spodumene/diorite, Diorite Spodumene
tfc:ore/spodumene/gabbro, Gabbro Spodumene
tfc:ore/spodumene/shale, Shale Spodumene
tfc:ore/spodumene/claystone, Claystone Spodumene
tfc:ore/spodumene/rocksalt, Rocksalt Spodumene
tfc:ore/spodumene/limestone, Limestone Spodumene
tfc:ore/spodumene/conglomerate, Conglomerate Spodumene
tfc:ore/spodumene/dolomite, Dolomite Spodumene
tfc:ore/spodumene/chert, Chert Spodumene
tfc:ore/spodumene/chalk, Chalk Spodumene
tfc:ore/spodumene/rhyolite, Rhyolite Spodumene
tfc:ore/spodumene/basalt, Basalt Spodumene
tfc:ore/spodumene/andesite, Andesite Spodumene
tfc:ore/spodumene/dacite, Dacite Spodumene
tfc:ore/spodumene/quartzite, Quartzite Spodumene
tfc:ore/spodumene/slate, Slate Spodumene
tfc:ore/spodumene/phyllite, Phyllite Spodumene
tfc:ore/spodumene/schist, Schist Spodumene
tfc:ore/spodumene/gneiss, Gneiss Spodumene
tfc:ore/spodumene/marble, Marble Spodumene
tfc:wood/bookshelf/acacia, Acacia Bookshelf
tfc:wood/bookshelf/ash, Ash Bookshelf
tfc:wood/bookshelf/aspen, Aspen Bookshelf
tfc:wood/bookshelf/birch, Birch Bookshelf
tfc:wood/bookshelf/blackwood, Blackwood Bookshelf
tfc:wood/bookshelf/chestnut, Chestnut Bookshelf
tfc:wood/bookshelf/douglas_fir, Douglas Fir Bookshelf
tfc:wood/bookshelf/hickory, Hickory Bookshelf
tfc:wood/bookshelf/kapok, Kapok Bookshelf
tfc:wood/bookshelf/maple, Maple Bookshelf
tfc:wood/bookshelf/oak, Oak Bookshelf
tfc:wood/bookshelf/palm, Palm Bookshelf
tfc:wood/bookshelf/pine, Pine Bookshelf
tfc:wood/bookshelf/rosewood, Rosewood Bookshelf
tfc:wood/bookshelf/sequoia, Sequoia Bookshelf
tfc:wood/bookshelf/spruce, Spruce Bookshelf
tfc:wood/bookshelf/sycamore, Sycamore Bookshelf
tfc:wood/bookshelf/white_cedar, White Cedar Bookshelf
tfc:wood/bookshelf/willow, Willow Bookshelf
tfc:wood/bookshelf/hevea, Hevea Bookshelf
tfc:wood/workbench/acacia, Acacia Workbench
tfc:wood/workbench/ash, Ash Workbench
tfc:wood/workbench/aspen, Aspen Workbench
tfc:wood/workbench/birch, Birch Workbench
tfc:wood/workbench/blackwood, Blackwood Workbench
tfc:wood/workbench/chestnut, Chestnut Workbench
tfc:wood/workbench/douglas_fir, Douglas Fir Workbench
tfc:wood/workbench/hickory, Hickory Workbench
tfc:wood/workbench/kapok, Kapok Workbench
tfc:wood/workbench/maple, Maple Workbench
tfc:wood/workbench/oak, Oak Workbench
tfc:wood/workbench/palm, Palm Workbench
tfc:wood/workbench/pine, Pine Workbench
tfc:wood/workbench/rosewood, Rosewood Workbench
tfc:wood/workbench/sequoia, Sequoia Workbench
tfc:wood/workbench/spruce, Spruce Workbench
tfc:wood/workbench/sycamore, Sycamore Workbench
tfc:wood/workbench/white_cedar, White Cedar Workbench
tfc:wood/workbench/willow, Willow Workbench
tfc:wood/workbench/hevea, Hevea Workbench
tfc:wood/planks/acacia, Acacia Planks
tfc:wood/planks/ash, Ash Planks
tfc:wood/planks/aspen, Aspen Planks
tfc:wood/planks/birch, Birch Planks
tfc:wood/planks/blackwood, Blackwood Planks
tfc:wood/planks/chestnut, Chestnut Planks
tfc:wood/planks/douglas_fir, Douglas Fir Planks
tfc:wood/planks/hickory, Hickory Planks
tfc:wood/planks/kapok, Kapok Planks
tfc:wood/planks/maple, Maple Planks
tfc:wood/planks/oak, Oak Planks
tfc:wood/planks/palm, Palm Planks
tfc:wood/planks/pine, Pine Planks
tfc:wood/planks/rosewood, Rosewood Planks
tfc:wood/planks/sequoia, Sequoia Planks
tfc:wood/planks/spruce, Spruce Planks
tfc:wood/planks/sycamore, Sycamore Planks
tfc:wood/planks/white_cedar, White Cedar Planks
tfc:wood/planks/willow, Willow Planks
tfc:wood/planks/hevea, Hevea Planks
tfc:wood/leaves/acacia, Acacia Leaves
tfc:wood/leaves/ash, Ash Leaves
tfc:wood/leaves/aspen, Aspen Leaves
tfc:wood/leaves/birch, Birch Leaves
tfc:wood/leaves/blackwood, Blackwood Leaves
tfc:wood/leaves/chestnut, Chestnut Leaves
tfc:wood/leaves/douglas_fir, Douglas Fir Leaves
tfc:wood/leaves/hickory, Hickory Leaves
tfc:wood/leaves/kapok, Kapok Leaves
tfc:wood/leaves/maple, Maple Leaves
tfc:wood/leaves/oak, Oak Leaves
tfc:wood/leaves/palm, Palm Leaves
tfc:wood/leaves/pine, Pine Leaves
tfc:wood/leaves/rosewood, Rosewood Leaves
tfc:wood/leaves/sequoia, Sequoia Leaves
tfc:wood/leaves/spruce, Spruce Leaves
tfc:wood/leaves/sycamore, Sycamore Leaves
tfc:wood/leaves/white_cedar, White Cedar Leaves
tfc:wood/leaves/willow, Willow Leaves
tfc:wood/leaves/hevea, Hevea Leaves
tfc:wood/chest/acacia, Acacia Chest
tfc:wood/chest_trap/acacia, Trapped Acacia Chest
tfc:wood/chest/ash, Ash Chest
tfc:wood/chest_trap/ash, Trapped Ash Chest
tfc:wood/chest/aspen, Aspen Chest
tfc:wood/chest_trap/aspen, Trapped Aspen Chest
tfc:wood/chest/birch, Birch Chest
tfc:wood/chest_trap/birch, Trapped Birch Chest
tfc:wood/chest/blackwood, Blackwood Chest
tfc:wood/chest_trap/blackwood, Trapped Blackwood Chest
tfc:wood/chest/chestnut, Chestnut Chest
tfc:wood/chest_trap/chestnut, Trapped Chestnut Chest
tfc:wood/chest/douglas_fir, Douglas Fir Chest
tfc:wood/chest_trap/douglas_fir, Trapped Douglas Fir Chest
tfc:wood/chest/hickory, Hickory Chest
tfc:wood/chest_trap/hickory, Trapped Hickory Chest
tfc:wood/chest/kapok, Kapok Chest
tfc:wood/chest_trap/kapok, Trapped Kapok Chest
tfc:wood/chest/maple, Maple Chest
tfc:wood/chest_trap/maple, Trapped Maple Chest
tfc:wood/chest/oak, Oak Chest
tfc:wood/chest_trap/oak, Trapped Oak Chest
tfc:wood/chest/palm, Palm Chest
tfc:wood/chest_trap/palm, Trapped Palm Chest
tfc:wood/chest/pine, Pine Chest
tfc:wood/chest_trap/pine, Trapped Pine Chest
tfc:wood/chest/rosewood, Rosewood Chest
tfc:wood/chest_trap/rosewood, Trapped Rosewood Chest
tfc:wood/chest/sequoia, Sequoia Chest
tfc:wood/chest_trap/sequoia, Trapped Sequoia Chest
tfc:wood/chest/spruce, Spruce Chest
tfc:wood/chest_trap/spruce, Trapped Spruce Chest
tfc:wood/chest/sycamore, Sycamore Chest
tfc:wood/chest_trap/sycamore, Trapped Sycamore Chest
tfc:wood/chest/white_cedar, White Cedar Chest
tfc:wood/chest_trap/white_cedar, Trapped White Cedar Chest
tfc:wood/chest/willow, Willow Chest
tfc:wood/chest_trap/willow, Trapped Willow Chest
tfc:wood/chest/hevea, Hevea Chest
tfc:wood/chest_trap/hevea, Trapped Hevea Chest
tfc:wood/tool_rack/acacia, Acacia Tool Rack
tfc:wood/tool_rack/ash, Ash Tool Rack
tfc:wood/tool_rack/aspen, Aspen Tool Rack
tfc:wood/tool_rack/birch, Birch Tool Rack
tfc:wood/tool_rack/blackwood, Blackwood Tool Rack
tfc:wood/tool_rack/chestnut, Chestnut Tool Rack
tfc:wood/tool_rack/douglas_fir, Douglas Fir Tool Rack
tfc:wood/tool_rack/hickory, Hickory Tool Rack
tfc:wood/tool_rack/kapok, Kapok Tool Rack
tfc:wood/tool_rack/maple, Maple Tool Rack
tfc:wood/tool_rack/oak, Oak Tool Rack
tfc:wood/tool_rack/palm, Palm Tool Rack
tfc:wood/tool_rack/pine, Pine Tool Rack
tfc:wood/tool_rack/rosewood, Rosewood Tool Rack
tfc:wood/tool_rack/sequoia, Sequoia Tool Rack
tfc:wood/tool_rack/spruce, Spruce Tool Rack
tfc:wood/tool_rack/sycamore, Sycamore Tool Rack
tfc:wood/tool_rack/white_cedar, White Cedar Tool Rack
tfc:wood/tool_rack/willow, Willow Tool Rack
tfc:wood/tool_rack/hevea, Hevea Tool Rack
tfc:wood/loom/acacia, Acacia Loom
tfc:wood/loom/ash, Ash Loom
tfc:wood/loom/aspen, Aspen Loom
tfc:wood/loom/birch, Birch Loom
tfc:wood/loom/blackwood, Blackwood Loom
tfc:wood/loom/chestnut, Chestnut Loom
tfc:wood/loom/douglas_fir, Douglas Fir Loom
tfc:wood/loom/hickory, Hickory Loom
tfc:wood/loom/kapok, Kapok Loom
tfc:wood/loom/maple, Maple Loom
tfc:wood/loom/oak, Oak Loom
tfc:wood/loom/palm, Palm Loom
tfc:wood/loom/pine, Pine Loom
tfc:wood/loom/rosewood, Rosewood Loom
tfc:wood/loom/sequoia, Sequoia Loom
tfc:wood/loom/spruce, Spruce Loom
tfc:wood/loom/sycamore, Sycamore Loom
tfc:wood/loom/white_cedar, White Cedar Loom
tfc:wood/loom/willow, Willow Loom
tfc:wood/loom/hevea, Hevea Loom
tfc:wood/support/acacia, Acacia Support Beam
tfc:wood/support/ash, Ash Support Beam
tfc:wood/support/aspen, Aspen Support Beam
tfc:wood/support/birch, Birch Support Beam
tfc:wood/support/blackwood, Blackwood Support Beam
tfc:wood/support/chestnut, Chestnut Support Beam
tfc:wood/support/douglas_fir, Douglas Fir Support Beam
tfc:wood/support/hickory, Hickory Support Beam
tfc:wood/support/kapok, Kapok Support Beam
tfc:wood/support/maple, Maple Support Beam
tfc:wood/support/oak, Oak Support Beam
tfc:wood/support/palm, Palm Support Beam
tfc:wood/support/pine, Pine Support Beam
tfc:wood/support/rosewood, Rosewood Support Beam
tfc:wood/support/sequoia, Sequoia Support Beam
tfc:wood/support/spruce, Spruce Support Beam
tfc:wood/support/sycamore, Sycamore Support Beam
tfc:wood/support/white_cedar, White Cedar Support Beam
tfc:wood/support/willow, Willow Support Beam
tfc:wood/support/hevea, Hevea Support beam
tfc:stairs/smooth/granite, Smooth Granite Stairs
tfc:stairs/smooth/diorite, Smooth Diorite Stairs
tfc:stairs/smooth/gabbro, Smooth Gabbro Stairs
tfc:stairs/smooth/shale, Smooth Shale Stairs
tfc:stairs/smooth/claystone, Smooth Claystone Stairs
tfc:stairs/smooth/rocksalt, Smooth Rocksalt Stairs
tfc:stairs/smooth/limestone, Smooth Limestone Stairs
tfc:stairs/smooth/conglomerate, Smooth Conglomerate Stairs
tfc:stairs/smooth/dolomite, Smooth Dolomite Stairs
tfc:stairs/smooth/chert, Smooth Chert Stairs
tfc:stairs/smooth/chalk, Smooth Chalk Stairs
tfc:stairs/smooth/rhyolite, Smooth Rhyolite Stairs
tfc:stairs/smooth/basalt, Smooth Basalt Stairs
tfc:stairs/smooth/andesite, Smooth Andesite Stairs
tfc:stairs/smooth/dacite, Smooth Dacite Stairs
tfc:stairs/smooth/quartzite, Smooth Quartzite Stairs
tfc:stairs/smooth/slate, Smooth Slate Stairs
tfc:stairs/smooth/phyllite, Smooth Phyllite Stairs
tfc:stairs/smooth/schist, Smooth Schist Stairs
tfc:stairs/smooth/gneiss, Smooth Gneiss Stairs
tfc:stairs/smooth/marble, Smooth Marble Stairs
tfc:stairs/cobble/granite, Granite Cobble Stairs
tfc:stairs/cobble/diorite, Diorite Cobble Stairs
tfc:stairs/cobble/gabbro, Gabbro Cobble Stairs
tfc:stairs/cobble/shale, Shale Cobble Stairs
tfc:stairs/cobble/claystone, Claystone Cobble Stairs
tfc:stairs/cobble/rocksalt, Rocksalt Cobble Stairs
tfc:stairs/cobble/limestone, Limestone Cobble Stairs
tfc:stairs/cobble/conglomerate, Conglomerate Cobble Stairs
tfc:stairs/cobble/dolomite, Dolomite Cobble Stairs
tfc:stairs/cobble/chert, Chert Cobble Stairs
tfc:stairs/cobble/chalk, Chalk Cobble Stairs
tfc:stairs/cobble/rhyolite, Rhyolite Cobble Stairs
tfc:stairs/cobble/basalt, Basalt Cobble Stairs
tfc:stairs/cobble/andesite, Andesite Cobble Stairs
tfc:stairs/cobble/dacite, Dacite Cobble Stairs
tfc:stairs/cobble/quartzite, Quartzite Cobble Stairs
tfc:stairs/cobble/slate, Slate Cobble Stairs
tfc:stairs/cobble/phyllite, Phyllite Cobble Stairs
tfc:stairs/cobble/schist, Schist Cobble Stairs
tfc:stairs/cobble/gneiss, Gneiss Cobble Stairs
tfc:stairs/cobble/marble, Marble Cobble Stairs
tfc:stairs/bricks/granite, Granite Bricks Stairs
tfc:stairs/bricks/diorite, Diorite Bricks Stairs
tfc:stairs/bricks/gabbro, Gabbro Bricks Stairs
tfc:stairs/bricks/shale, Shale Bricks Stairs
tfc:stairs/bricks/claystone, Claystone Bricks Stairs
tfc:stairs/bricks/rocksalt, Rocksalt Bricks Stairs
tfc:stairs/bricks/limestone, Limestone Bricks Stairs
tfc:stairs/bricks/conglomerate, Conglomerate Bricks Stairs
tfc:stairs/bricks/dolomite, Dolomite Bricks Stairs
tfc:stairs/bricks/chert, Chert Bricks Stairs
tfc:stairs/bricks/chalk, Chalk Bricks Stairs
tfc:stairs/bricks/rhyolite, Rhyolite Bricks Stairs
tfc:stairs/bricks/basalt, Basalt Bricks Stairs
tfc:stairs/bricks/andesite, Andesite Bricks Stairs
tfc:stairs/bricks/dacite, Dacite Bricks Stairs
tfc:stairs/bricks/quartzite, Quartzite Bricks Stairs
tfc:stairs/bricks/slate, Slate Bricks Stairs
tfc:stairs/bricks/phyllite, Phyllite Bricks Stairs
tfc:stairs/bricks/schist, Schist Bricks Stairs
tfc:stairs/bricks/gneiss, Gneiss Bricks Stairs
tfc:stairs/bricks/marble, Marble Bricks Stairs
tfc:stairs/wood/acacia, Acacia Stairs
tfc:stairs/wood/ash, Ash Stairs
tfc:stairs/wood/aspen, Aspen Stairs
tfc:stairs/wood/birch, Birch Stairs
tfc:stairs/wood/blackwood, Blackwood Stairs
tfc:stairs/wood/chestnut, Chestnut Stairs
tfc:stairs/wood/douglas_fir, Douglas Fir Stairs
tfc:stairs/wood/hickory, Hickory Stairs
tfc:stairs/wood/kapok, Kapok Stairs
tfc:stairs/wood/maple, Maple Stairs
tfc:stairs/wood/oak, Oak Stairs
tfc:stairs/wood/palm, Palm Stairs
tfc:stairs/wood/pine, Pine Stairs
tfc:stairs/wood/rosewood, Rosewood Stairs
tfc:stairs/wood/sequoia, Sequoia Stairs
tfc:stairs/wood/spruce, Spruce Stairs
tfc:stairs/wood/sycamore, Sycamore Stairs
tfc:stairs/wood/white_cedar, White Cedar Stairs
tfc:stairs/wood/willow, Willow Stairs
tfc:stairs/wood/hevea, Hevea Stairs
tfc:plants/allium, Allium
tfc:plants/athyrium_fern, Athyrium Fern
tfc:plants/barrel_cactus, Barrel Cactus
tfc:plants/black_orchid, Black Orchid
tfc:plants/blood_lily, Blood Lily
tfc:plants/blue_orchid, Blue Orchid
tfc:plants/butterfly_milkweed, Butterfly Milkweed
tfc:plants/calendula, Marigold
tfc:plants/canna, Canna Lily
tfc:plants/dandelion, Dandelion
tfc:plants/field_horsetail, Field Horsetail
tfc:plants/foxglove, Foxglove
tfc:plants/goldenrod, Goldenrod
tfc:plants/grape_hyacinth, Grape Hyacinth
tfc:plants/guzmania, Scarlet Star Bromeliad
tfc:plants/houstonia, Azure Bluet
tfc:plants/labrador_tea, Labrador Tea
tfc:plants/lady_fern, Lady Fern
tfc:plants/licorice_fern, Licorice Fern
tfc:plants/meads_milkweed, Mead's Milkweed
tfc:plants/morning_glory, Morning Glory
tfc:plants/moss, Moss
tfc:plants/nasturtium, Nasturtium
tfc:plants/ostrich_fern, Ostrich Fern
tfc:plants/oxeye_daisy, Oxeye Daisy
tfc:plants/perovskia, Russian Sage
tfc:plants/poppy, Poppy
tfc:plants/porcini, Porcini Mushroom
tfc:plants/primrose, Primrose
tfc:plants/pulsatilla, Pasque Flower
tfc:plants/reindeer_lichen, Reindeer Lichen
tfc:plants/rose, Rose
tfc:plants/rough_horsetail, Scouringrush Horsetail
tfc:plants/sacred_datura, Sacred Datura
tfc:plants/sagebrush, Sagebrush
tfc:plants/sapphire_tower, Sapphire Tower
tfc:plants/snapdragon_pink, Pink Snapdragon
tfc:plants/snapdragon_red, Red Snapdragon
tfc:plants/snapdragon_white, White Snapdragon
tfc:plants/snapdragon_yellow, Yellow Snapdragon
tfc:plants/spanish_moss, Spanish Moss
tfc:plants/strelitzia, Bird of Paradise Flower
tfc:plants/sugar_cane, Sugar Cane
tfc:plants/sword_fern, Sword Fern
tfc:plants/toquilla_palm, Toquilla Palm
tfc:plants/tree_fern, Tree Fern
tfc:plants/trillium, Trillium
tfc:plants/tropical_milkweed, Tropical Milkweed
tfc:plants/tulip_orange, Orange Tulip
tfc:plants/tulip_pink, Pink Tulip
tfc:plants/tulip_red, Red Tulip
tfc:plants/tulip_white, White Tulip
tfc:plants/vriesea, Flaming Sword Bromeliad
tfc:plants/yucca, Yucca
tfc:plants/fountain_grass, Fountain Grass
tfc:plants/orchard_grass, Orchard Grass
tfc:plants/pampas_grass, Pampas Grass
tfc:plants/ryegrass, Ryegrass
tfc:plants/scutch_grass, Scutch Grass
tfc:plants/switchgrass, Switchgrass
tfc:plants/tall_fescue_grass, Tall Fescue Grass
tfc:plants/timothy_grass, Timothy Grass
tfc:bellows, Bellows
tfc:bloomery, Bloomery
tfc:nest_box, Nest Box
tfc:sluice, Sluice
tfc:wood/fence/acacia, Acacia Fence
tfc:wood/fence/ash, Ash Fence
tfc:wood/fence/aspen, Aspen Fence
tfc:wood/fence/birch, Birch Fence
tfc:wood/fence/blackwood, Blackwood Fence
tfc:wood/fence/chestnut, Chestnut Fence
tfc:wood/fence/douglas_fir, Douglas Fir Fence
tfc:wood/fence/hickory, Hickory Fence
tfc:wood/fence/kapok, Kapok Fence
tfc:wood/fence/maple, Maple Fence
tfc:wood/fence/oak, Oak Fence
tfc:wood/fence/palm, Palm Fence
tfc:wood/fence/pine, Pine Fence
tfc:wood/fence/rosewood, Rosewood Fence
tfc:wood/fence/sequoia, Sequoia Fence
tfc:wood/fence/spruce, Spruce Fence
tfc:wood/fence/sycamore, Sycamore Fence
tfc:wood/fence/white_cedar, White Cedar Fence
tfc:wood/fence/willow, Willow Fence
tfc:wood/fence/hevea, Hevea Fence
tfc:wood/button/acacia, Acacia Button
tfc:wood/button/ash, Ash Button
tfc:wood/button/aspen, Aspen Button
tfc:wood/button/birch, Birch Button
tfc:wood/button/blackwood, Blackwood Button
tfc:wood/button/chestnut, Chestnut Button
tfc:wood/button/douglas_fir, Douglas Fir Button
tfc:wood/button/hickory, Hickory Button
tfc:wood/button/kapok, Kapok Button
tfc:wood/button/maple, Maple Button
tfc:wood/button/oak, Oak Button
tfc:wood/button/palm, Palm Button
tfc:wood/button/pine, Pine Button
tfc:wood/button/rosewood, Rosewood Button
tfc:wood/button/sequoia, Sequoia Button
tfc:wood/button/spruce, Spruce Button
tfc:wood/button/sycamore, Sycamore Button
tfc:wood/button/white_cedar, White Cedar Button
tfc:wood/button/willow, Willow Button
tfc:wood/button/hevea, Hevea Button
tfc:wood/fence_gate/acacia, Acacia Fence Gate
tfc:wood/fence_gate/ash, Ash Fence Gate
tfc:wood/fence_gate/aspen, Aspen Fence Gate
tfc:wood/fence_gate/birch, Birch Fence Gate
tfc:wood/fence_gate/blackwood, Blackwood Fence Gate
tfc:wood/fence_gate/chestnut, Chestnut Fence Gate
tfc:wood/fence_gate/douglas_fir, Douglas Fir Fence Gate
tfc:wood/fence_gate/hickory, Hickory Fence Gate
tfc:wood/fence_gate/kapok, Kapok Fence Gate
tfc:wood/fence_gate/maple, Maple Fence Gate
tfc:wood/fence_gate/oak, Oak Fence Gate
tfc:wood/fence_gate/palm, Palm Fence Gate
tfc:wood/fence_gate/pine, Pine Fence Gate
tfc:wood/fence_gate/rosewood, Rosewood Fence Gate
tfc:wood/fence_gate/sequoia, Sequoia Fence Gate
tfc:wood/fence_gate/spruce, Spruce Fence Gate
tfc:wood/fence_gate/sycamore, Sycamore Fence Gate
tfc:wood/fence_gate/white_cedar, White Cedar Fence Gate
tfc:wood/fence_gate/willow, Willow Fence Gate
tfc:wood/fence_gate/hevea, Hevea Fence Gate
tfc:wood/sapling/acacia, Acacia Sapling
tfc:wood/sapling/ash, Ash Sapling
tfc:wood/sapling/aspen, Aspen Sapling
tfc:wood/sapling/birch, Birch Sapling
tfc:wood/sapling/blackwood, Blackwood Sapling
tfc:wood/sapling/chestnut, Chestnut Sapling
tfc:wood/sapling/douglas_fir, Douglas Fir Sapling
tfc:wood/sapling/hickory, Hickory Sapling
tfc:wood/sapling/kapok, Kapok Sapling
tfc:wood/sapling/maple, Maple Sapling
tfc:wood/sapling/oak, Oak Sapling
tfc:wood/sapling/palm, Palm Sapling
tfc:wood/sapling/pine, Pine Sapling
tfc:wood/sapling/rosewood, Rosewood Sapling
tfc:wood/sapling/sequoia, Sequoia Sapling
tfc:wood/sapling/spruce, Spruce Sapling
tfc:wood/sapling/sycamore, Sycamore Sapling
tfc:wood/sapling/white_cedar, White Cedar Sapling
tfc:wood/sapling/willow, Willow Sapling
tfc:wood/sapling/hevea, Hevea Sapling
tfc:wood/trapdoor/acacia, Acacia Trapdoor
tfc:wood/trapdoor/ash, Ash Trapdoor
tfc:wood/trapdoor/aspen, Aspen Trapdoor
tfc:wood/trapdoor/birch, Birch Trapdoor
tfc:wood/trapdoor/blackwood, Blackwood Trapdoor
tfc:wood/trapdoor/chestnut, Chestnut Trapdoor
tfc:wood/trapdoor/douglas_fir, Douglas Fir Trapdoor
tfc:wood/trapdoor/hickory, Hickory Trapdoor
tfc:wood/trapdoor/kapok, Kapok Trapdoor
tfc:wood/trapdoor/maple, Maple Trapdoor
tfc:wood/trapdoor/oak, Oak Trapdoor
tfc:wood/trapdoor/palm, Palm Trapdoor
tfc:wood/trapdoor/pine, Pine Trapdoor
tfc:wood/trapdoor/rosewood, Rosewood Trapdoor
tfc:wood/trapdoor/sequoia, Sequoia Trapdoor
tfc:wood/trapdoor/spruce, Spruce Trapdoor
tfc:wood/trapdoor/sycamore, Sycamore Trapdoor
tfc:wood/trapdoor/white_cedar, White Cedar Trapdoor
tfc:wood/trapdoor/willow, Willow Trapdoor
tfc:wood/trapdoor/hevea, Hevea Trapdoor
tfc:stone/button/granite, Granite Button
tfc:stone/button/diorite, Diorite Button
tfc:stone/button/gabbro, Gabbro Button
tfc:stone/button/shale, Shale Button
tfc:stone/button/claystone, Claystone Button
tfc:stone/button/rocksalt, Rocksalt Button
tfc:stone/button/limestone, Limestone Button
tfc:stone/button/conglomerate, Conglomerate Button
tfc:stone/button/dolomite, Dolomite Button
tfc:stone/button/chert, Chert Button
